station,valid,drct,sknt,gust
MLB,2024-03-18 06:53,240.00,6.00,M
MLB,2024-03-18 07:53,210.00,7.00,M
MLB,2024-03-18 08:53,230.00,7.00,M
MLB,2024-03-18 09:53,210.00,8.00,M
MLB,2024-03-18 10:53,210.00,9.00,M
MLB,2024-03-18 11:53,230.00,7.00,M
MLB,2024-03-18 12:53,230.00,9.00,M
MLB,2024-03-18 13:53,250.00,15.00,M
MLB,2024-03-18 14:53,240.00,12.00,M
MLB,2024-03-18 14:59,250.00,12.00,19.00
MLB,2024-03-18 15:53,230.00,9.00,M
MLB,2024-03-18 16:53,220.00,11.00,19.00
MLB,2024-03-18 17:53,240.00,11.00,20.00
MLB,2024-03-18 18:53,220.00,13.00,19.00
MLB,2024-03-18 19:04,230.00,15.00,23.00
MLB,2024-03-18 19:32,310.00,12.00,24.00
MLB,2024-03-18 19:41,290.00,10.00,M
MLB,2024-03-18 19:53,260.00,12.00,M
MLB,2024-03-18 20:53,280.00,19.00,27.00
MLB,2024-03-18 21:53,270.00,18.00,25.00
MLB,2024-03-18 22:53,270.00,15.00,24.00
MLB,2024-03-18 23:53,260.00,11.00,M
MLB,2024-03-19 00:53,270.00,10.00,M
MLB,2024-03-19 01:53,270.00,10.00,M
MLB,2024-03-19 02:53,260.00,10.00,M
MLB,2024-03-19 03:53,270.00,9.00,M
MLB,2024-03-19 04:53,280.00,13.00,M
MLB,2024-03-19 05:53,300.00,15.00,26.00
MLB,2024-03-19 06:53,320.00,11.00,23.00
MLB,2024-03-19 07:53,320.00,13.00,24.00
MLB,2024-03-19 08:53,330.00,14.00,23.00
MLB,2024-03-19 09:53,360.00,18.00,29.00
MLB,2024-03-19 10:53,360.00,17.00,27.00
MLB,2024-03-19 11:53,340.00,15.00,M
MLB,2024-03-19 12:53,350.00,14.00,21.00
MLB,2024-03-19 13:53,10.00,14.00,24.00
MLB,2024-03-19 14:53,10.00,16.00,27.00
MLB,2024-03-19 15:53,10.00,17.00,24.00
MLB,2024-03-19 16:53,20.00,15.00,23.00
MLB,2024-03-19 17:53,20.00,17.00,26.00
MLB,2024-03-19 18:53,360.00,15.00,23.00
MLB,2024-03-19 19:53,20.00,14.00,23.00
MLB,2024-03-19 20:53,30.00,12.00,M
MLB,2024-03-19 21:53,20.00,13.00,M
MLB,2024-03-19 22:53,360.00,7.00,M
MLB,2024-03-19 23:53,360.00,8.00,M
MLB,2024-03-20 00:53,330.00,6.00,M
MLB,2024-03-20 01:53,320.00,5.00,M
MLB,2024-03-20 02:53,320.00,5.00,M
MLB,2024-03-20 03:53,300.00,3.00,M
MLB,2024-03-20 04:53,0.00,0.00,M
MLB,2024-03-20 05:53,0.00,0.00,M
MLB,2024-03-20 06:53,0.00,0.00,M
MLB,2024-03-20 07:53,290.00,4.00,M
MLB,2024-03-20 08:53,300.00,3.00,M
MLB,2024-03-20 09:53,300.00,4.00,M
MLB,2024-03-20 10:53,290.00,4.00,M
MLB,2024-03-20 11:53,290.00,3.00,M
MLB,2024-03-20 12:53,330.00,6.00,M
MLB,2024-03-20 13:53,360.00,10.00,M
MLB,2024-03-20 14:53,20.00,6.00,M
MLB,2024-03-20 15:53,M,3.00,M
MLB,2024-03-20 16:53,70.00,9.00,M
MLB,2024-03-20 17:53,70.00,9.00,M
MLB,2024-03-20 18:53,60.00,9.00,15.00
MLB,2024-03-20 19:53,80.00,10.00,M
MLB,2024-03-20 20:53,70.00,9.00,M
MLB,2024-03-20 21:53,100.00,7.00,M
MLB,2024-03-20 22:53,100.00,7.00,M
MLB,2024-03-20 23:53,110.00,5.00,M
MLB,2024-03-21 00:53,160.00,3.00,M
MLB,2024-03-21 01:53,0.00,0.00,M
MLB,2024-03-21 02:53,160.00,3.00,M
MLB,2024-03-21 03:53,160.00,3.00,M
MLB,2024-03-21 04:53,0.00,0.00,M
MLB,2024-03-21 05:53,0.00,0.00,M
MLB,2024-03-21 06:53,0.00,0.00,M
MLB,2024-03-21 07:53,0.00,0.00,M
MLB,2024-03-21 08:53,320.00,3.00,M
MLB,2024-03-21 09:53,300.00,3.00,M
MLB,2024-03-21 10:53,0.00,0.00,M
MLB,2024-03-21 11:53,0.00,0.00,M
MLB,2024-03-21 12:53,20.00,6.00,M
MLB,2024-03-21 13:53,M,M,M
MLB,2024-03-21 14:53,30.00,6.00,M
MLB,2024-03-21 15:53,80.00,7.00,M
MLB,2024-03-21 16:53,80.00,10.00,M
MLB,2024-03-21 17:53,70.00,11.00,M
MLB,2024-03-21 18:53,80.00,12.00,M
MLB,2024-03-21 19:53,90.00,13.00,M
MLB,2024-03-21 22:53,120.00,10.00,M
MLB,2024-03-21 23:53,110.00,12.00,M
MLB,2024-03-22 00:53,120.00,11.00,17.00
MLB,2024-03-22 01:53,130.00,10.00,18.00
MLB,2024-03-22 02:53,140.00,10.00,M
MLB,2024-03-22 03:53,130.00,11.00,18.00
MLB,2024-03-22 04:53,130.00,8.00,M
MLB,2024-03-22 05:53,140.00,13.00,19.00
MLB,2024-03-22 06:53,130.00,10.00,M
MLB,2024-03-22 07:53,140.00,12.00,20.00
MLB,2024-03-22 08:53,120.00,9.00,M
MLB,2024-03-22 09:53,120.00,6.00,M
MLB,2024-03-22 10:53,140.00,10.00,M
MLB,2024-03-22 11:53,130.00,7.00,M
MLB,2024-03-22 12:48,140.00,7.00,M
MLB,2024-03-22 12:53,140.00,7.00,M
MLB,2024-03-22 13:00,140.00,7.00,M
MLB,2024-03-22 13:53,160.00,6.00,M
MLB,2024-03-22 14:53,140.00,6.00,18.00
MLB,2024-03-22 15:07,160.00,7.00,M
MLB,2024-03-22 15:53,160.00,10.00,M
MLB,2024-03-22 16:06,150.00,15.00,25.00
MLB,2024-03-22 16:37,150.00,10.00,22.00
MLB,2024-03-22 16:53,150.00,17.00,26.00
MLB,2024-03-22 17:53,160.00,16.00,23.00
MLB,2024-03-22 18:00,160.00,18.00,25.00
MLB,2024-03-22 18:39,140.00,15.00,23.00
MLB,2024-03-22 18:53,130.00,24.00,36.00
MLB,2024-03-22 19:11,280.00,6.00,22.00
MLB,2024-03-22 19:53,170.00,7.00,15.00
MLB,2024-03-22 20:30,150.00,10.00,M
MLB,2024-03-22 20:53,160.00,15.00,19.00
MLB,2024-03-22 21:17,180.00,8.00,18.00
MLB,2024-03-22 21:53,170.00,8.00,M
MLB,2024-03-22 22:01,170.00,7.00,M
MLB,2024-03-22 22:53,200.00,9.00,M
MLB,2024-03-22 23:53,220.00,5.00,M
MLB,2024-03-23 00:03,220.00,4.00,M
MLB,2024-03-23 00:53,220.00,7.00,M
MLB,2024-03-23 01:00,210.00,7.00,M
MLB,2024-03-23 01:53,190.00,10.00,M
MLB,2024-03-23 02:53,140.00,27.00,41.00
MLB,2024-03-23 03:53,170.00,12.00,20.00
MLB,2024-03-23 04:53,160.00,10.00,M
MLB,2024-03-23 05:53,170.00,10.00,M
MLB,2024-03-23 06:53,220.00,5.00,M
MLB,2024-03-23 07:53,200.00,6.00,M
MLB,2024-03-23 08:53,220.00,5.00,M
MLB,2024-03-23 09:21,250.00,7.00,M
MLB,2024-03-23 09:50,200.00,6.00,M
MLB,2024-03-23 09:53,200.00,6.00,M
MLB,2024-03-23 10:42,260.00,7.00,M
MLB,2024-03-23 10:53,240.00,7.00,M
MLB,2024-03-23 11:31,260.00,7.00,M
MLB,2024-03-23 11:53,240.00,5.00,M
MLB,2024-03-23 12:53,220.00,9.00,M
MLB,2024-03-23 13:53,250.00,13.00,M
MLB,2024-03-23 14:53,270.00,15.00,24.00
MLB,2024-03-23 15:53,280.00,11.00,M
MLB,2024-03-23 16:53,270.00,10.00,19.00
MLB,2024-03-23 17:53,290.00,15.00,M
MLB,2024-03-23 18:53,260.00,9.00,22.00
MLB,2024-03-23 19:53,280.00,12.00,19.00
MLB,2024-03-23 20:53,280.00,14.00,22.00
MLB,2024-03-23 21:53,300.00,9.00,M
MLB,2024-03-23 22:53,270.00,10.00,M
MLB,2024-03-23 23:53,260.00,6.00,M
MLB,2024-03-24 00:53,270.00,9.00,M
MLB,2024-03-24 01:53,280.00,11.00,M
MLB,2024-03-24 02:21,330.00,12.00,M
MLB,2024-03-24 02:53,340.00,10.00,M
MLB,2024-03-24 03:53,310.00,4.00,M
MLB,2024-03-24 04:53,310.00,5.00,M
MLB,2024-03-24 05:53,300.00,6.00,M
MLB,2024-03-24 06:53,290.00,7.00,M
MLB,2024-03-24 07:53,310.00,6.00,M
MLB,2024-03-24 08:24,330.00,9.00,M
MLB,2024-03-24 08:50,340.00,11.00,M
MLB,2024-03-24 08:53,340.00,9.00,M
MLB,2024-03-24 09:44,330.00,11.00,M
MLB,2024-03-24 09:53,320.00,6.00,M
MLB,2024-03-24 10:04,310.00,8.00,M
MLB,2024-03-24 10:53,300.00,7.00,M
MLB,2024-03-24 11:53,300.00,6.00,M
MLB,2024-03-24 12:38,350.00,12.00,19.00
MLB,2024-03-24 12:53,350.00,14.00,20.00
MLB,2024-03-24 13:53,350.00,16.00,23.00
MLB,2024-03-24 14:53,10.00,17.00,23.00
MLB,2024-03-24 15:53,20.00,14.00,23.00
MLB,2024-03-24 16:53,30.00,12.00,21.00
MLB,2024-03-24 17:53,40.00,15.00,21.00
MLB,2024-03-24 18:35,50.00,13.00,25.00
MLB,2024-03-24 18:43,40.00,8.00,M
MLB,2024-03-24 18:53,50.00,9.00,M
MLB,2024-03-24 19:53,40.00,15.00,M
MLB,2024-03-24 20:53,40.00,15.00,M
MLB,2024-03-24 21:53,40.00,16.00,27.00
MLB,2024-03-24 22:53,40.00,15.00,M
MLB,2024-03-24 23:53,40.00,15.00,24.00
MLB,2024-03-25 00:53,40.00,17.00,24.00
MLB,2024-03-25 01:53,50.00,12.00,21.00
MLB,2024-03-25 02:53,50.00,13.00,M
MLB,2024-03-25 03:53,70.00,12.00,M
MLB,2024-03-25 04:53,60.00,16.00,24.00
MLB,2024-03-25 05:53,70.00,17.00,24.00
MLB,2024-03-25 06:53,70.00,15.00,25.00
MLB,2024-03-25 07:53,60.00,15.00,22.00
MLB,2024-03-25 08:53,70.00,14.00,M
MLB,2024-03-25 09:53,70.00,14.00,M
MLB,2024-03-25 10:53,60.00,12.00,M
MLB,2024-03-25 11:53,70.00,13.00,M
MLB,2024-03-25 12:53,100.00,13.00,M
MLB,2024-03-25 13:53,70.00,16.00,M
MLB,2024-03-25 14:53,70.00,16.00,M
MLB,2024-03-25 15:53,60.00,17.00,24.00
MLB,2024-03-25 16:53,70.00,16.00,M
MLB,2024-03-25 17:53,70.00,15.00,M
MLB,2024-03-25 18:53,90.00,14.00,M
MLB,2024-03-25 19:53,90.00,15.00,M
MLB,2024-03-25 20:53,90.00,17.00,23.00
MLB,2024-03-25 21:53,90.00,15.00,23.00
MLB,2024-03-25 22:53,80.00,13.00,M
MLB,2024-03-25 23:53,70.00,9.00,M
MLB,2024-03-26 00:53,90.00,8.00,M
MLB,2024-03-26 01:53,90.00,10.00,M
MLB,2024-03-26 02:53,90.00,9.00,M
MLB,2024-03-26 03:53,100.00,8.00,M
MLB,2024-03-26 04:53,110.00,10.00,M
MLB,2024-03-26 05:53,100.00,10.00,M
MLB,2024-03-26 06:53,130.00,9.00,16.00
MLB,2024-03-26 07:53,130.00,8.00,M
MLB,2024-03-26 08:53,150.00,10.00,18.00
MLB,2024-03-26 09:53,140.00,10.00,M
MLB,2024-03-26 10:53,130.00,7.00,M
MLB,2024-03-26 11:53,140.00,9.00,M
MLB,2024-03-26 12:53,120.00,7.00,M
MLB,2024-03-26 13:53,100.00,12.00,M
MLB,2024-03-26 14:53,120.00,10.00,M
MLB,2024-03-26 15:53,110.00,15.00,24.00
MLB,2024-03-26 16:53,130.00,13.00,26.00
MLB,2024-03-26 17:53,120.00,16.00,24.00
MLB,2024-03-26 18:53,120.00,17.00,26.00
MLB,2024-03-26 19:53,130.00,14.00,22.00
MLB,2024-03-26 20:53,120.00,16.00,23.00
MLB,2024-03-26 21:53,130.00,15.00,21.00
MLB,2024-03-26 22:53,110.00,8.00,18.00
MLB,2024-03-26 23:53,110.00,10.00,M
MLB,2024-03-27 00:53,110.00,8.00,M
MLB,2024-03-27 01:53,130.00,10.00,M
MLB,2024-03-27 02:53,150.00,8.00,M
MLB,2024-03-27 03:53,160.00,8.00,M
MLB,2024-03-27 04:53,170.00,6.00,M
MLB,2024-03-27 05:53,160.00,5.00,M
MLB,2024-03-27 06:53,0.00,0.00,M
MLB,2024-03-27 07:53,160.00,3.00,M
MLB,2024-03-27 08:53,160.00,5.00,M
MLB,2024-03-27 09:53,150.00,4.00,M
MLB,2024-03-27 10:53,150.00,4.00,M
MLB,2024-03-27 11:53,130.00,5.00,M
MLB,2024-03-27 12:53,180.00,9.00,M
MLB,2024-03-27 13:53,190.00,10.00,22.00
MLB,2024-03-27 14:53,180.00,12.00,M
MLB,2024-03-27 15:53,M,4.00,M
MLB,2024-03-27 16:53,160.00,4.00,M
MLB,2024-03-27 17:53,110.00,10.00,M
MLB,2024-03-27 18:53,100.00,10.00,M
MLB,2024-03-27 19:53,120.00,9.00,16.00
MLB,2024-03-27 20:53,120.00,10.00,M
MLB,2024-03-27 21:53,140.00,11.00,M
MLB,2024-03-27 22:53,130.00,9.00,M
MLB,2024-03-27 23:53,130.00,5.00,M
MLB,2024-03-28 00:53,180.00,5.00,M
MLB,2024-03-28 01:53,160.00,9.00,M
MLB,2024-03-28 02:53,160.00,13.00,22.00
MLB,2024-03-28 03:53,170.00,5.00,M
MLB,2024-03-28 04:53,180.00,10.00,M
MLB,2024-03-28 05:53,170.00,12.00,20.00
MLB,2024-03-28 06:53,170.00,12.00,20.00
MLB,2024-03-28 07:53,170.00,10.00,M
MLB,2024-03-28 08:53,180.00,6.00,M
MLB,2024-03-28 09:53,180.00,9.00,M
MLB,2024-03-28 10:53,190.00,9.00,M
MLB,2024-03-28 11:53,230.00,5.00,M
MLB,2024-03-28 12:53,210.00,9.00,M
MLB,2024-03-28 13:53,210.00,14.00,21.00
MLB,2024-03-28 14:30,240.00,13.00,22.00
MLB,2024-03-28 14:46,230.00,19.00,28.00
MLB,2024-03-28 14:53,250.00,19.00,28.00
MLB,2024-03-28 15:53,250.00,17.00,25.00
MLB,2024-03-28 16:31,250.00,18.00,25.00
MLB,2024-03-28 16:42,250.00,18.00,25.00
MLB,2024-03-28 16:53,310.00,17.00,31.00
MLB,2024-03-28 16:55,330.00,17.00,31.00
MLB,2024-03-28 17:53,300.00,18.00,24.00
MLB,2024-03-28 18:53,310.00,16.00,26.00
MLB,2024-03-28 19:53,310.00,16.00,25.00
MLB,2024-03-28 20:53,340.00,18.00,26.00
MLB,2024-03-28 21:53,30.00,9.00,M
MLB,2024-03-28 22:53,20.00,13.00,M
MLB,2024-03-28 23:53,20.00,14.00,M
MLB,2024-03-29 00:53,20.00,17.00,25.00
MLB,2024-03-29 01:53,360.00,15.00,24.00
MLB,2024-03-29 02:53,10.00,13.00,24.00
MLB,2024-03-29 03:53,10.00,14.00,20.00
MLB,2024-03-29 04:53,340.00,6.00,M
MLB,2024-03-29 05:53,340.00,9.00,16.00
MLB,2024-03-29 06:53,290.00,5.00,M
MLB,2024-03-29 07:53,320.00,6.00,M
MLB,2024-03-29 08:53,320.00,6.00,M
MLB,2024-03-29 09:53,310.00,4.00,M
MLB,2024-03-29 10:53,330.00,6.00,M
MLB,2024-03-29 11:53,320.00,6.00,M
MLB,2024-03-29 12:53,330.00,7.00,M
MLB,2024-03-29 13:53,330.00,8.00,M
MLB,2024-03-29 14:53,350.00,7.00,15.00
MLB,2024-03-29 15:53,20.00,11.00,M
MLB,2024-03-29 16:53,20.00,10.00,M
MLB,2024-03-29 17:53,30.00,10.00,17.00
MLB,2024-03-29 18:53,60.00,9.00,M
MLB,2024-03-29 19:53,40.00,10.00,M
MLB,2024-03-29 20:53,50.00,9.00,M
MLB,2024-03-29 21:53,30.00,12.00,M
MLB,2024-03-29 22:53,40.00,9.00,M
MLB,2024-03-29 23:53,30.00,9.00,M
MLB,2024-03-30 00:53,30.00,7.00,M
MLB,2024-03-30 01:53,20.00,6.00,M
MLB,2024-03-30 02:53,30.00,4.00,M
MLB,2024-03-30 03:53,40.00,5.00,M
MLB,2024-03-30 04:53,0.00,0.00,M
MLB,2024-03-30 05:53,290.00,3.00,M
MLB,2024-03-30 06:53,280.00,3.00,M
MLB,2024-03-30 07:53,0.00,0.00,M
MLB,2024-03-30 08:53,0.00,0.00,M
MLB,2024-03-30 09:53,0.00,0.00,M
MLB,2024-03-30 10:53,270.00,5.00,M
MLB,2024-03-30 11:53,270.00,3.00,M
MLB,2024-03-30 12:53,0.00,0.00,M
MLB,2024-03-30 13:53,80.00,5.00,M
MLB,2024-03-30 14:53,70.00,5.00,M
MLB,2024-03-30 15:53,60.00,9.00,M
MLB,2024-03-30 16:53,100.00,8.00,M
MLB,2024-03-30 17:53,90.00,10.00,M
MLB,2024-03-30 18:53,90.00,11.00,M
MLB,2024-03-30 19:53,110.00,10.00,M
MLB,2024-03-30 20:53,110.00,11.00,M
MLB,2024-03-30 21:53,140.00,11.00,M
MLB,2024-03-30 22:53,130.00,10.00,17.00
MLB,2024-03-30 23:53,140.00,8.00,M
MLB,2024-03-31 00:53,150.00,6.00,M
MLB,2024-03-31 01:53,150.00,6.00,M
MLB,2024-03-31 02:53,160.00,7.00,M
MLB,2024-03-31 03:53,180.00,11.00,M
MLB,2024-03-31 04:53,190.00,10.00,M
MLB,2024-03-31 05:53,210.00,8.00,M
MLB,2024-03-31 06:53,220.00,6.00,M
MLB,2024-03-31 07:53,230.00,5.00,M
MLB,2024-03-31 08:53,190.00,4.00,M
MLB,2024-03-31 09:53,240.00,4.00,M
MLB,2024-03-31 10:53,210.00,5.00,M
MLB,2024-03-31 11:53,250.00,6.00,M
MLB,2024-03-31 12:53,260.00,5.00,M
MLB,2024-03-31 13:53,M,4.00,M
MLB,2024-03-31 14:53,330.00,3.00,M
MLB,2024-03-31 15:53,M,3.00,M
MLB,2024-03-31 16:53,70.00,9.00,M
MLB,2024-03-31 17:53,90.00,9.00,M
MLB,2024-03-31 18:53,90.00,11.00,M
MLB,2024-03-31 19:53,110.00,10.00,M
MLB,2024-03-31 20:53,120.00,11.00,M
MLB,2024-03-31 21:53,120.00,9.00,M
MLB,2024-03-31 22:53,140.00,13.00,M
MLB,2024-03-31 23:53,140.00,7.00,M
MLB,2024-04-01 00:53,160.00,8.00,M
MLB,2024-04-01 01:53,160.00,7.00,M
MLB,2024-04-01 02:53,180.00,9.00,M
MLB,2024-04-01 03:53,180.00,10.00,M
MLB,2024-04-01 04:53,180.00,8.00,M
MLB,2024-04-01 05:53,180.00,7.00,M
MLB,2024-04-01 06:53,200.00,6.00,M
MLB,2024-04-01 07:53,240.00,5.00,M
MLB,2024-04-01 08:53,220.00,3.00,M
MLB,2024-04-01 09:53,0.00,0.00,M
MLB,2024-04-01 10:53,0.00,0.00,M
MLB,2024-04-01 11:53,0.00,0.00,M
MLB,2024-04-01 12:53,210.00,6.00,M
MLB,2024-04-01 13:53,200.00,10.00,M
MLB,2024-04-01 14:53,190.00,8.00,M
MLB,2024-04-01 15:53,210.00,12.00,18.00
MLB,2024-04-01 16:53,90.00,9.00,M
MLB,2024-04-01 17:53,100.00,14.00,M
MLB,2024-04-01 18:53,120.00,13.00,M
MLB,2024-04-01 19:53,120.00,11.00,21.00
MLB,2024-04-01 20:53,120.00,15.00,22.00
MLB,2024-04-01 21:53,130.00,16.00,M
MLB,2024-04-01 22:53,140.00,13.00,20.00
MLB,2024-04-01 23:53,130.00,9.00,M
MLB,2024-04-02 00:53,150.00,8.00,M
MLB,2024-04-02 01:53,150.00,9.00,M
MLB,2024-04-02 02:53,170.00,8.00,M
MLB,2024-04-02 03:53,180.00,7.00,M
MLB,2024-04-02 04:53,190.00,8.00,M
MLB,2024-04-02 05:53,200.00,7.00,M
MLB,2024-04-02 06:53,200.00,8.00,M
MLB,2024-04-02 07:53,190.00,6.00,M
MLB,2024-04-02 08:53,200.00,6.00,M
MLB,2024-04-02 09:53,210.00,4.00,M
MLB,2024-04-02 10:53,210.00,5.00,M
MLB,2024-04-02 11:53,190.00,5.00,M
MLB,2024-04-02 12:53,200.00,7.00,M
MLB,2024-04-02 13:53,200.00,8.00,M
MLB,2024-04-02 14:53,180.00,12.00,M
MLB,2024-04-02 15:53,160.00,14.00,20.00
MLB,2024-04-02 16:53,220.00,8.00,M
MLB,2024-04-02 17:53,120.00,13.00,M
MLB,2024-04-02 18:53,130.00,13.00,M
MLB,2024-04-02 19:53,170.00,11.00,17.00
MLB,2024-04-02 20:53,180.00,6.00,16.00
MLB,2024-04-02 21:53,210.00,8.00,M
MLB,2024-04-02 22:53,260.00,5.00,M
MLB,2024-04-02 23:53,110.00,7.00,M
MLB,2024-04-03 00:53,140.00,6.00,M
MLB,2024-04-03 01:53,180.00,6.00,M
MLB,2024-04-03 02:53,210.00,7.00,M
MLB,2024-04-03 03:53,220.00,9.00,M
MLB,2024-04-03 04:53,200.00,10.00,M
MLB,2024-04-03 05:53,200.00,10.00,M
MLB,2024-04-03 06:53,200.00,8.00,M
MLB,2024-04-03 07:53,190.00,8.00,M
MLB,2024-04-03 08:53,200.00,9.00,M
MLB,2024-04-03 09:53,190.00,11.00,M
MLB,2024-04-03 10:53,200.00,8.00,M
MLB,2024-04-03 11:53,190.00,10.00,M
MLB,2024-04-03 12:53,190.00,11.00,M
MLB,2024-04-03 13:53,190.00,18.00,26.00
MLB,2024-04-03 14:53,210.00,15.00,28.00
MLB,2024-04-03 15:10,210.00,14.00,27.00
MLB,2024-04-03 15:53,220.00,19.00,32.00
MLB,2024-04-03 16:53,210.00,15.00,28.00
MLB,2024-04-03 17:53,210.00,14.00,25.00
MLB,2024-04-03 18:53,220.00,18.00,29.00
MLB,2024-04-03 19:53,220.00,16.00,28.00
MLB,2024-04-03 20:53,240.00,17.00,31.00
MLB,2024-04-03 21:53,290.00,15.00,27.00
MLB,2024-04-03 22:45,280.00,11.00,20.00
MLB,2024-04-03 22:53,280.00,11.00,M
MLB,2024-04-03 22:55,290.00,11.00,M
MLB,2024-04-03 23:07,280.00,10.00,M
MLB,2024-04-03 23:20,260.00,11.00,M
MLB,2024-04-03 23:28,270.00,12.00,M
MLB,2024-04-03 23:36,260.00,11.00,M
MLB,2024-04-03 23:53,270.00,11.00,M
MLB,2024-04-04 00:53,280.00,14.00,M
MLB,2024-04-04 01:53,240.00,8.00,M
MLB,2024-04-04 02:53,250.00,8.00,M
MLB,2024-04-04 03:53,220.00,7.00,M
MLB,2024-04-04 04:53,250.00,9.00,M
MLB,2024-04-04 05:53,270.00,9.00,M
MLB,2024-04-04 06:53,270.00,15.00,M
MLB,2024-04-04 07:53,280.00,13.00,21.00
MLB,2024-04-04 08:53,290.00,13.00,M
MLB,2024-04-04 09:53,290.00,10.00,M
MLB,2024-04-04 10:53,280.00,7.00,M
MLB,2024-04-04 11:53,290.00,6.00,M
MLB,2024-04-04 12:53,290.00,11.00,M
MLB,2024-04-04 13:53,310.00,11.00,M
MLB,2024-04-04 14:53,320.00,5.00,M
MLB,2024-04-04 15:53,310.00,9.00,23.00
MLB,2024-04-04 16:53,280.00,11.00,18.00
MLB,2024-04-04 17:53,280.00,6.00,18.00
MLB,2024-04-04 18:53,240.00,14.00,23.00
MLB,2024-04-04 19:53,270.00,15.00,22.00
MLB,2024-04-04 20:53,260.00,12.00,M
MLB,2024-04-04 21:53,260.00,15.00,22.00
MLB,2024-04-04 22:53,270.00,16.00,M
MLB,2024-04-04 23:53,270.00,10.00,M
MLB,2024-04-05 00:53,250.00,8.00,M
MLB,2024-04-05 01:53,260.00,9.00,M
MLB,2024-04-05 02:53,260.00,6.00,M
MLB,2024-04-05 03:53,260.00,5.00,M
MLB,2024-04-05 04:53,270.00,4.00,M
MLB,2024-04-05 05:53,260.00,3.00,M
MLB,2024-04-05 06:53,250.00,4.00,M
MLB,2024-04-05 07:53,290.00,4.00,M
MLB,2024-04-05 08:53,250.00,6.00,M
MLB,2024-04-05 09:53,270.00,6.00,M
MLB,2024-04-05 10:53,260.00,8.00,M
MLB,2024-04-05 11:53,250.00,4.00,M
MLB,2024-04-05 12:53,270.00,8.00,M
MLB,2024-04-05 13:53,290.00,10.00,M
MLB,2024-04-05 14:53,300.00,11.00,M
MLB,2024-04-05 15:53,270.00,12.00,19.00
MLB,2024-04-05 16:53,270.00,11.00,18.00
MLB,2024-04-05 17:53,270.00,18.00,M
MLB,2024-04-05 18:53,280.00,9.00,23.00
MLB,2024-04-05 19:53,270.00,10.00,20.00
MLB,2024-04-05 20:53,260.00,14.00,24.00
MLB,2024-04-05 21:53,270.00,14.00,20.00
MLB,2024-04-05 22:53,270.00,15.00,M
MLB,2024-04-05 23:53,270.00,9.00,M
MLB,2024-04-06 00:53,270.00,8.00,M
MLB,2024-04-06 01:53,270.00,8.00,M
MLB,2024-04-06 02:53,270.00,7.00,M
MLB,2024-04-06 03:53,250.00,5.00,M
MLB,2024-04-06 04:53,230.00,4.00,M
MLB,2024-04-06 05:53,220.00,4.00,M
MLB,2024-04-06 06:53,240.00,6.00,M
MLB,2024-04-06 07:53,250.00,5.00,M
MLB,2024-04-06 08:53,240.00,5.00,M
MLB,2024-04-06 09:53,260.00,6.00,M
MLB,2024-04-06 10:53,260.00,5.00,M
MLB,2024-04-06 11:53,270.00,5.00,M
MLB,2024-04-06 12:53,330.00,9.00,M
MLB,2024-04-06 13:53,330.00,5.00,M
MLB,2024-04-06 14:53,30.00,9.00,M
MLB,2024-04-06 15:53,20.00,9.00,M
MLB,2024-04-06 16:53,30.00,9.00,16.00
MLB,2024-04-06 17:53,50.00,14.00,M
MLB,2024-04-06 18:53,30.00,13.00,M
MLB,2024-04-06 19:53,30.00,14.00,M
MLB,2024-04-06 20:53,30.00,14.00,M
MLB,2024-04-06 21:53,40.00,14.00,M
MLB,2024-04-06 22:53,40.00,11.00,M
MLB,2024-04-06 23:53,20.00,8.00,M
MLB,2024-04-07 00:53,20.00,7.00,M
MLB,2024-04-07 01:53,30.00,11.00,M
MLB,2024-04-07 02:53,30.00,8.00,M
MLB,2024-04-07 03:53,30.00,7.00,M
MLB,2024-04-07 04:53,20.00,7.00,M
MLB,2024-04-07 05:53,260.00,9.00,M
MLB,2024-04-07 06:53,290.00,3.00,M
MLB,2024-04-07 07:53,280.00,5.00,M
MLB,2024-04-07 08:53,280.00,5.00,M
MLB,2024-04-07 09:53,310.00,4.00,M
MLB,2024-04-07 10:53,M,3.00,M
MLB,2024-04-07 11:53,290.00,4.00,M
MLB,2024-04-07 12:53,20.00,9.00,M
MLB,2024-04-07 13:53,30.00,10.00,M
MLB,2024-04-07 14:53,50.00,7.00,M
MLB,2024-04-07 15:53,20.00,8.00,M
MLB,2024-04-07 16:53,60.00,10.00,18.00
MLB,2024-04-07 17:53,60.00,9.00,M
MLB,2024-04-07 18:53,40.00,11.00,M
MLB,2024-04-07 19:53,50.00,11.00,M
MLB,2024-04-07 20:53,50.00,14.00,M
MLB,2024-04-07 21:53,40.00,13.00,M
MLB,2024-04-07 22:53,50.00,11.00,M
MLB,2024-04-07 23:53,50.00,9.00,M
MLB,2024-04-08 00:53,70.00,8.00,M
MLB,2024-04-08 01:53,60.00,8.00,M
MLB,2024-04-08 02:53,70.00,10.00,M
MLB,2024-04-08 03:53,80.00,8.00,M
MLB,2024-04-08 04:53,80.00,9.00,M
MLB,2024-04-08 05:53,80.00,9.00,M
MLB,2024-04-08 06:53,100.00,9.00,M
MLB,2024-04-08 07:53,90.00,5.00,M
MLB,2024-04-08 08:53,80.00,10.00,M
MLB,2024-04-08 09:53,80.00,8.00,M
MLB,2024-04-08 10:53,90.00,8.00,M
MLB,2024-04-08 11:53,100.00,10.00,M
