station,valid,drct,sknt,gust
MLB,2024-01-01 00:53,0.00,0.00,M
MLB,2024-01-01 01:53,0.00,0.00,M
MLB,2024-01-01 02:53,0.00,0.00,M
MLB,2024-01-01 03:53,0.00,0.00,M
MLB,2024-01-01 04:53,220.00,5.00,M
MLB,2024-01-01 05:53,0.00,0.00,M
MLB,2024-01-01 06:53,0.00,0.00,M
MLB,2024-01-01 07:53,280.00,5.00,M
MLB,2024-01-01 08:53,0.00,0.00,M
MLB,2024-01-01 09:53,0.00,0.00,M
MLB,2024-01-01 10:53,0.00,0.00,M
MLB,2024-01-01 11:53,0.00,0.00,M
MLB,2024-01-01 12:53,200.00,3.00,M
MLB,2024-01-01 13:53,0.00,0.00,M
MLB,2024-01-01 14:53,300.00,5.00,M
MLB,2024-01-01 15:53,290.00,7.00,M
MLB,2024-01-01 16:53,290.00,8.00,M
MLB,2024-01-01 17:53,310.00,13.00,M
MLB,2024-01-01 18:53,280.00,10.00,M
MLB,2024-01-01 19:53,290.00,11.00,M
MLB,2024-01-01 20:53,280.00,6.00,M
MLB,2024-01-01 21:53,300.00,3.00,M
MLB,2024-01-01 22:53,0.00,0.00,M
MLB,2024-01-01 23:53,160.00,6.00,M
MLB,2024-01-02 00:53,190.00,4.00,M
MLB,2024-01-02 01:53,200.00,7.00,M
MLB,2024-01-02 02:53,210.00,7.00,M
MLB,2024-01-02 03:53,220.00,7.00,M
MLB,2024-01-02 04:53,230.00,7.00,M
MLB,2024-01-02 05:53,240.00,9.00,M
MLB,2024-01-02 06:53,260.00,6.00,M
MLB,2024-01-02 07:53,260.00,6.00,M
MLB,2024-01-02 08:53,280.00,6.00,M
MLB,2024-01-02 09:53,310.00,7.00,M
MLB,2024-01-02 10:53,320.00,6.00,M
MLB,2024-01-02 11:53,330.00,7.00,M
MLB,2024-01-02 12:53,340.00,11.00,M
MLB,2024-01-02 13:53,340.00,10.00,M
MLB,2024-01-02 14:53,350.00,13.00,M
MLB,2024-01-02 15:53,360.00,11.00,M
MLB,2024-01-02 16:53,350.00,8.00,M
MLB,2024-01-02 17:53,360.00,10.00,M
MLB,2024-01-02 18:53,20.00,11.00,M
MLB,2024-01-02 19:53,360.00,10.00,M
MLB,2024-01-02 20:53,10.00,8.00,M
MLB,2024-01-02 21:53,360.00,8.00,M
MLB,2024-01-02 22:53,350.00,6.00,M
MLB,2024-01-02 23:53,330.00,7.00,M
MLB,2024-01-03 00:53,330.00,6.00,M
MLB,2024-01-03 01:53,310.00,7.00,M
MLB,2024-01-03 02:53,290.00,5.00,M
MLB,2024-01-03 03:53,310.00,7.00,M
MLB,2024-01-03 04:53,300.00,7.00,M
MLB,2024-01-03 05:53,320.00,6.00,M
MLB,2024-01-03 06:53,300.00,5.00,M
MLB,2024-01-03 07:53,290.00,4.00,M
MLB,2024-01-03 08:53,310.00,5.00,M
MLB,2024-01-03 09:53,290.00,4.00,M
MLB,2024-01-03 10:53,280.00,4.00,M
MLB,2024-01-03 11:53,280.00,4.00,M
MLB,2024-01-03 12:53,290.00,3.00,M
MLB,2024-01-03 13:53,280.00,3.00,M
MLB,2024-01-03 14:53,0.00,0.00,M
MLB,2024-01-03 15:53,190.00,5.00,M
MLB,2024-01-03 16:53,140.00,4.00,M
MLB,2024-01-03 17:53,160.00,11.00,16.00
MLB,2024-01-03 18:53,140.00,11.00,19.00
MLB,2024-01-03 19:53,130.00,9.00,M
MLB,2024-01-03 20:53,130.00,8.00,M
MLB,2024-01-03 21:53,140.00,5.00,M
MLB,2024-01-03 22:53,160.00,3.00,M
MLB,2024-01-03 23:53,210.00,3.00,M
MLB,2024-01-04 00:53,0.00,0.00,M
MLB,2024-01-04 01:53,190.00,4.00,M
MLB,2024-01-04 02:53,0.00,0.00,M
MLB,2024-01-04 03:53,160.00,4.00,M
MLB,2024-01-04 04:53,170.00,6.00,M
MLB,2024-01-04 05:53,170.00,7.00,M
MLB,2024-01-04 06:53,160.00,10.00,M
MLB,2024-01-04 07:53,180.00,4.00,M
MLB,2024-01-04 08:53,180.00,7.00,M
MLB,2024-01-04 09:53,190.00,9.00,M
MLB,2024-01-04 10:53,210.00,9.00,M
MLB,2024-01-04 11:53,220.00,9.00,M
MLB,2024-01-04 12:38,220.00,5.00,M
MLB,2024-01-04 12:53,240.00,5.00,M
MLB,2024-01-04 13:23,320.00,7.00,M
MLB,2024-01-04 13:53,340.00,7.00,M
MLB,2024-01-04 14:12,350.00,10.00,M
MLB,2024-01-04 14:53,350.00,11.00,M
MLB,2024-01-04 15:53,350.00,11.00,M
MLB,2024-01-04 16:08,350.00,8.00,M
MLB,2024-01-04 16:53,360.00,12.00,M
MLB,2024-01-04 17:09,360.00,15.00,22.00
MLB,2024-01-04 17:53,350.00,16.00,M
MLB,2024-01-04 18:38,340.00,13.00,M
MLB,2024-01-04 18:53,360.00,14.00,M
MLB,2024-01-04 19:43,360.00,15.00,M
MLB,2024-01-04 19:53,10.00,14.00,M
MLB,2024-01-04 20:53,360.00,14.00,M
MLB,2024-01-04 21:53,360.00,16.00,M
MLB,2024-01-04 22:53,350.00,11.00,M
MLB,2024-01-04 23:53,350.00,10.00,M
MLB,2024-01-05 00:53,340.00,7.00,M
MLB,2024-01-05 01:53,330.00,7.00,M
MLB,2024-01-05 02:53,320.00,7.00,M
MLB,2024-01-05 03:53,320.00,6.00,M
MLB,2024-01-05 04:53,320.00,6.00,M
MLB,2024-01-05 05:53,320.00,3.00,M
MLB,2024-01-05 06:53,330.00,3.00,M
MLB,2024-01-05 07:53,330.00,4.00,M
MLB,2024-01-05 08:53,80.00,10.00,M
MLB,2024-01-05 09:53,80.00,8.00,M
MLB,2024-01-05 10:53,80.00,8.00,M
MLB,2024-01-05 11:53,80.00,8.00,M
MLB,2024-01-05 12:53,90.00,8.00,M
MLB,2024-01-05 13:53,80.00,9.00,M
MLB,2024-01-05 14:53,80.00,12.00,M
MLB,2024-01-05 15:53,90.00,11.00,M
MLB,2024-01-05 16:53,100.00,13.00,M
MLB,2024-01-05 17:53,100.00,11.00,M
MLB,2024-01-05 18:53,90.00,14.00,20.00
MLB,2024-01-05 19:53,100.00,13.00,M
MLB,2024-01-05 20:53,90.00,11.00,M
MLB,2024-01-05 21:53,100.00,11.00,M
MLB,2024-01-05 22:53,100.00,10.00,M
MLB,2024-01-05 23:53,100.00,12.00,M
MLB,2024-01-06 00:53,120.00,11.00,18.00
MLB,2024-01-06 01:53,130.00,9.00,M
MLB,2024-01-06 02:53,140.00,11.00,19.00
MLB,2024-01-06 03:53,140.00,14.00,20.00
MLB,2024-01-06 04:53,130.00,15.00,27.00
MLB,2024-01-06 05:53,140.00,16.00,27.00
MLB,2024-01-06 06:23,140.00,12.00,22.00
MLB,2024-01-06 06:53,140.00,10.00,24.00
MLB,2024-01-06 07:53,150.00,11.00,M
MLB,2024-01-06 08:53,150.00,12.00,18.00
MLB,2024-01-06 09:25,150.00,10.00,M
MLB,2024-01-06 09:53,160.00,13.00,23.00
MLB,2024-01-06 10:53,170.00,12.00,M
MLB,2024-01-06 11:53,160.00,13.00,22.00
MLB,2024-01-06 12:53,170.00,13.00,24.00
MLB,2024-01-06 13:53,180.00,11.00,M
MLB,2024-01-06 14:53,160.00,8.00,M
MLB,2024-01-06 15:15,160.00,7.00,M
MLB,2024-01-06 15:25,M,4.00,M
MLB,2024-01-06 15:53,180.00,6.00,M
MLB,2024-01-06 16:29,200.00,8.00,M
MLB,2024-01-06 16:37,210.00,5.00,M
MLB,2024-01-06 16:45,200.00,9.00,15.00
MLB,2024-01-06 16:53,190.00,7.00,M
MLB,2024-01-06 17:09,180.00,9.00,M
MLB,2024-01-06 17:13,190.00,12.00,19.00
MLB,2024-01-06 17:26,190.00,11.00,20.00
MLB,2024-01-06 17:40,210.00,10.00,M
MLB,2024-01-06 17:50,200.00,10.00,19.00
MLB,2024-01-06 17:53,190.00,11.00,19.00
MLB,2024-01-06 17:56,200.00,10.00,M
MLB,2024-01-06 18:09,190.00,12.00,29.00
MLB,2024-01-06 18:32,190.00,12.00,21.00
MLB,2024-01-06 18:40,200.00,8.00,19.00
MLB,2024-01-06 18:42,200.00,7.00,17.00
MLB,2024-01-06 18:53,210.00,11.00,27.00
MLB,2024-01-06 19:32,210.00,14.00,23.00
MLB,2024-01-06 19:41,210.00,16.00,22.00
MLB,2024-01-06 19:53,210.00,11.00,21.00
MLB,2024-01-06 20:00,210.00,13.00,21.00
MLB,2024-01-06 20:27,210.00,13.00,20.00
MLB,2024-01-06 20:53,210.00,12.00,M
MLB,2024-01-06 21:53,210.00,13.00,M
MLB,2024-01-06 22:53,210.00,10.00,M
MLB,2024-01-06 23:53,200.00,9.00,M
MLB,2024-01-07 00:53,210.00,8.00,M
MLB,2024-01-07 01:35,210.00,9.00,M
MLB,2024-01-07 01:53,220.00,7.00,M
MLB,2024-01-07 02:10,230.00,6.00,M
MLB,2024-01-07 02:53,230.00,7.00,M
MLB,2024-01-07 03:17,220.00,7.00,M
MLB,2024-01-07 03:27,220.00,7.00,M
MLB,2024-01-07 03:53,230.00,9.00,M
MLB,2024-01-07 04:46,240.00,7.00,M
MLB,2024-01-07 04:53,230.00,8.00,M
MLB,2024-01-07 05:53,230.00,6.00,M
MLB,2024-01-07 06:53,250.00,9.00,M
MLB,2024-01-07 07:53,270.00,8.00,M
MLB,2024-01-07 08:08,270.00,11.00,M
MLB,2024-01-07 08:53,280.00,13.00,M
MLB,2024-01-07 09:16,290.00,11.00,M
MLB,2024-01-07 09:37,290.00,11.00,M
MLB,2024-01-07 09:53,300.00,10.00,M
MLB,2024-01-07 10:53,270.00,6.00,M
MLB,2024-01-07 11:53,300.00,9.00,M
MLB,2024-01-07 12:53,310.00,5.00,M
MLB,2024-01-07 13:53,290.00,10.00,M
MLB,2024-01-07 14:50,300.00,10.00,M
MLB,2024-01-07 14:53,280.00,8.00,M
MLB,2024-01-07 15:09,270.00,7.00,M
MLB,2024-01-07 15:31,240.00,8.00,M
MLB,2024-01-07 15:39,230.00,5.00,M
MLB,2024-01-07 15:53,240.00,5.00,M
MLB,2024-01-07 16:00,230.00,5.00,M
MLB,2024-01-07 16:53,260.00,4.00,M
MLB,2024-01-07 17:53,290.00,6.00,M
MLB,2024-01-07 18:53,270.00,6.00,M
MLB,2024-01-07 19:53,300.00,3.00,M
MLB,2024-01-07 20:53,0.00,0.00,M
MLB,2024-01-07 21:53,0.00,0.00,M
MLB,2024-01-07 22:53,80.00,4.00,M
MLB,2024-01-07 23:53,0.00,0.00,M
MLB,2024-01-08 00:53,340.00,4.00,M
MLB,2024-01-08 01:53,350.00,6.00,M
MLB,2024-01-08 02:53,340.00,8.00,M
MLB,2024-01-08 03:53,350.00,8.00,M
MLB,2024-01-08 04:53,360.00,6.00,M
MLB,2024-01-08 05:53,10.00,9.00,M
MLB,2024-01-08 06:53,360.00,7.00,M
MLB,2024-01-08 07:53,10.00,9.00,M
MLB,2024-01-08 08:53,360.00,9.00,M
MLB,2024-01-08 09:53,360.00,8.00,M
MLB,2024-01-08 10:53,360.00,7.00,M
MLB,2024-01-08 11:53,40.00,9.00,M
MLB,2024-01-08 12:53,60.00,11.00,M
MLB,2024-01-08 13:53,70.00,11.00,M
MLB,2024-01-08 14:53,70.00,10.00,M
MLB,2024-01-08 15:53,80.00,9.00,M
MLB,2024-01-08 16:53,80.00,10.00,M
MLB,2024-01-08 17:53,100.00,11.00,18.00
MLB,2024-01-08 18:53,100.00,11.00,M
MLB,2024-01-08 19:53,100.00,9.00,M
MLB,2024-01-08 20:53,100.00,9.00,M
MLB,2024-01-08 21:53,100.00,11.00,M
MLB,2024-01-08 22:53,100.00,14.00,M
MLB,2024-01-08 23:53,100.00,15.00,23.00
MLB,2024-01-09 00:53,110.00,13.00,M
MLB,2024-01-09 01:53,110.00,16.00,25.00
MLB,2024-01-09 02:53,120.00,14.00,24.00
MLB,2024-01-09 03:53,140.00,15.00,24.00
MLB,2024-01-09 04:53,140.00,18.00,27.00
MLB,2024-01-09 05:27,140.00,19.00,31.00
MLB,2024-01-09 05:53,140.00,17.00,27.00
MLB,2024-01-09 06:53,130.00,14.00,21.00
MLB,2024-01-09 07:35,130.00,14.00,22.00
MLB,2024-01-09 07:53,130.00,11.00,22.00
MLB,2024-01-09 08:10,130.00,12.00,21.00
MLB,2024-01-09 08:21,140.00,14.00,20.00
MLB,2024-01-09 08:53,130.00,14.00,23.00
MLB,2024-01-09 09:53,150.00,13.00,21.00
MLB,2024-01-09 10:31,150.00,9.00,M
MLB,2024-01-09 10:53,150.00,10.00,M
MLB,2024-01-09 11:15,160.00,13.00,21.00
MLB,2024-01-09 11:37,150.00,12.00,24.00
MLB,2024-01-09 11:53,160.00,14.00,23.00
MLB,2024-01-09 12:53,150.00,14.00,25.00
MLB,2024-01-09 13:53,160.00,14.00,23.00
MLB,2024-01-09 14:20,160.00,18.00,25.00
MLB,2024-01-09 14:20,160.00,18.00,22.00
MLB,2024-01-09 15:00,160.00,16.00,30.00
MLB,2024-01-09 15:17,180.00,16.00,25.00
MLB,2024-01-09 15:53,170.00,15.00,31.00
MLB,2024-01-09 16:16,180.00,18.00,31.00
MLB,2024-01-09 16:53,180.00,15.00,32.00
MLB,2024-01-09 17:53,190.00,23.00,38.00
MLB,2024-01-09 18:53,190.00,24.00,35.00
MLB,2024-01-09 19:53,190.00,18.00,29.00
MLB,2024-01-09 20:53,180.00,16.00,26.00
MLB,2024-01-09 21:53,170.00,20.00,31.00
MLB,2024-01-09 22:53,180.00,19.00,30.00
MLB,2024-01-09 23:53,180.00,20.00,36.00
MLB,2024-01-10 00:36,210.00,14.00,28.00
MLB,2024-01-10 00:47,300.00,20.00,32.00
MLB,2024-01-10 00:51,290.00,25.00,35.00
MLB,2024-01-10 00:53,280.00,26.00,35.00
MLB,2024-01-10 01:00,290.00,20.00,34.00
MLB,2024-01-10 01:02,290.00,21.00,33.00
MLB,2024-01-10 01:05,290.00,19.00,32.00
MLB,2024-01-10 01:20,280.00,16.00,27.00
MLB,2024-01-10 01:53,270.00,12.00,20.00
MLB,2024-01-10 02:53,240.00,11.00,M
MLB,2024-01-10 03:53,240.00,11.00,M
MLB,2024-01-10 04:53,230.00,12.00,21.00
MLB,2024-01-10 05:53,240.00,13.00,22.00
MLB,2024-01-10 06:53,250.00,13.00,M
MLB,2024-01-10 07:53,260.00,15.00,M
MLB,2024-01-10 08:53,270.00,9.00,M
MLB,2024-01-10 09:53,280.00,6.00,M
MLB,2024-01-10 10:53,290.00,5.00,M
MLB,2024-01-10 11:53,310.00,6.00,M
MLB,2024-01-10 12:53,320.00,4.00,M
MLB,2024-01-10 13:53,300.00,6.00,M
MLB,2024-01-10 14:53,300.00,7.00,M
MLB,2024-01-10 15:53,280.00,9.00,M
MLB,2024-01-10 16:53,280.00,11.00,M
MLB,2024-01-10 17:53,280.00,11.00,M
MLB,2024-01-10 18:53,290.00,9.00,M
MLB,2024-01-10 19:53,280.00,7.00,M
MLB,2024-01-10 20:53,290.00,10.00,M
MLB,2024-01-10 21:53,280.00,8.00,M
MLB,2024-01-10 22:53,270.00,5.00,M
MLB,2024-01-10 23:53,260.00,3.00,M
MLB,2024-01-11 00:53,290.00,3.00,M
MLB,2024-01-11 01:53,0.00,0.00,M
MLB,2024-01-11 02:53,0.00,0.00,M
MLB,2024-01-11 03:53,300.00,4.00,M
MLB,2024-01-11 04:53,0.00,0.00,M
MLB,2024-01-11 05:53,0.00,0.00,M
MLB,2024-01-11 06:53,0.00,0.00,M
MLB,2024-01-11 07:53,0.00,0.00,M
MLB,2024-01-11 08:53,330.00,4.00,M
MLB,2024-01-11 09:53,0.00,0.00,M
MLB,2024-01-11 10:53,320.00,3.00,M
MLB,2024-01-11 11:53,340.00,6.00,M
MLB,2024-01-11 12:53,330.00,3.00,M
MLB,2024-01-11 13:53,330.00,5.00,M
MLB,2024-01-11 14:53,350.00,9.00,M
MLB,2024-01-11 15:53,340.00,8.00,M
MLB,2024-01-11 16:53,360.00,6.00,M
MLB,2024-01-11 17:53,350.00,5.00,M
MLB,2024-01-11 18:53,340.00,8.00,M
MLB,2024-01-11 19:53,350.00,8.00,M
MLB,2024-01-11 20:53,10.00,6.00,M
MLB,2024-01-11 21:53,360.00,8.00,M
MLB,2024-01-11 22:53,360.00,5.00,M
MLB,2024-01-11 23:53,20.00,5.00,M
MLB,2024-01-12 00:53,360.00,4.00,M
MLB,2024-01-12 01:53,250.00,4.00,M
MLB,2024-01-12 02:53,0.00,0.00,M
MLB,2024-01-12 03:53,280.00,3.00,M
MLB,2024-01-12 04:53,0.00,0.00,M
MLB,2024-01-12 05:53,0.00,0.00,M
MLB,2024-01-12 06:53,300.00,3.00,M
MLB,2024-01-12 07:53,90.00,6.00,M
MLB,2024-01-12 08:53,90.00,7.00,M
MLB,2024-01-12 09:33,110.00,6.00,M
MLB,2024-01-12 09:44,100.00,8.00,M
MLB,2024-01-12 09:53,90.00,10.00,M
MLB,2024-01-12 10:01,90.00,7.00,M
MLB,2024-01-12 10:07,90.00,8.00,M
MLB,2024-01-12 10:53,100.00,6.00,M
MLB,2024-01-12 11:53,120.00,8.00,M
MLB,2024-01-12 12:25,110.00,7.00,M
MLB,2024-01-12 12:53,120.00,6.00,M
MLB,2024-01-12 13:18,120.00,7.00,M
MLB,2024-01-12 13:53,140.00,9.00,M
MLB,2024-01-12 14:23,140.00,9.00,M
MLB,2024-01-12 14:27,140.00,11.00,M
MLB,2024-01-12 14:53,140.00,8.00,M
MLB,2024-01-12 15:53,150.00,6.00,M
MLB,2024-01-12 16:11,150.00,7.00,M
MLB,2024-01-12 16:53,170.00,10.00,17.00
MLB,2024-01-12 17:22,170.00,10.00,17.00
MLB,2024-01-12 17:53,200.00,12.00,M
MLB,2024-01-12 18:05,200.00,12.00,M
MLB,2024-01-12 18:53,230.00,10.00,19.00
MLB,2024-01-12 19:41,200.00,14.00,M
MLB,2024-01-12 19:53,220.00,12.00,20.00
MLB,2024-01-12 20:53,200.00,10.00,M
MLB,2024-01-12 21:53,190.00,8.00,19.00
MLB,2024-01-12 22:17,200.00,10.00,M
MLB,2024-01-12 22:23,210.00,7.00,M
MLB,2024-01-12 22:53,190.00,7.00,M
MLB,2024-01-12 23:53,200.00,16.00,24.00
MLB,2024-01-13 00:53,200.00,10.00,M
MLB,2024-01-13 01:32,200.00,22.00,39.00
MLB,2024-01-13 01:40,210.00,24.00,35.00
MLB,2024-01-13 01:53,190.00,11.00,24.00
MLB,2024-01-13 02:07,180.00,11.00,M
MLB,2024-01-13 02:39,200.00,9.00,M
MLB,2024-01-13 02:53,200.00,9.00,M
MLB,2024-01-13 03:08,200.00,9.00,M
MLB,2024-01-13 03:53,220.00,10.00,M
MLB,2024-01-13 04:09,220.00,8.00,M
MLB,2024-01-13 04:39,210.00,8.00,M
MLB,2024-01-13 04:53,200.00,9.00,M
MLB,2024-01-13 05:04,200.00,9.00,M
MLB,2024-01-13 05:53,200.00,11.00,18.00
MLB,2024-01-13 06:24,200.00,12.00,M
MLB,2024-01-13 06:53,200.00,11.00,20.00
MLB,2024-01-13 07:04,200.00,11.00,20.00
MLB,2024-01-13 07:14,200.00,11.00,20.00
MLB,2024-01-13 07:36,200.00,11.00,20.00
MLB,2024-01-13 07:53,200.00,11.00,M
MLB,2024-01-13 08:30,200.00,12.00,M
MLB,2024-01-13 08:53,200.00,12.00,20.00
MLB,2024-01-13 09:53,200.00,12.00,M
MLB,2024-01-13 10:10,190.00,12.00,M
MLB,2024-01-13 10:25,200.00,11.00,M
MLB,2024-01-13 10:53,200.00,10.00,M
MLB,2024-01-13 11:53,210.00,11.00,19.00
MLB,2024-01-13 12:25,210.00,9.00,M
MLB,2024-01-13 12:35,210.00,7.00,M
MLB,2024-01-13 12:48,240.00,7.00,M
MLB,2024-01-13 12:53,270.00,6.00,M
MLB,2024-01-13 13:01,270.00,8.00,M
MLB,2024-01-13 13:03,270.00,6.00,M
MLB,2024-01-13 13:10,240.00,7.00,M
MLB,2024-01-13 13:14,230.00,10.00,M
MLB,2024-01-13 13:21,250.00,9.00,M
MLB,2024-01-13 13:34,250.00,9.00,M
MLB,2024-01-13 13:53,260.00,12.00,M
MLB,2024-01-13 13:59,290.00,19.00,27.00
MLB,2024-01-13 14:07,290.00,15.00,27.00
MLB,2024-01-13 14:22,300.00,14.00,M
MLB,2024-01-13 14:41,290.00,9.00,M
MLB,2024-01-13 14:48,280.00,9.00,M
MLB,2024-01-13 14:53,280.00,9.00,M
MLB,2024-01-13 15:53,290.00,12.00,M
MLB,2024-01-13 16:53,290.00,10.00,M
MLB,2024-01-13 17:53,290.00,12.00,M
MLB,2024-01-13 18:53,310.00,9.00,18.00
MLB,2024-01-13 19:53,310.00,7.00,M
MLB,2024-01-13 20:53,320.00,6.00,M
MLB,2024-01-13 21:53,360.00,8.00,M
MLB,2024-01-13 22:53,360.00,13.00,M
MLB,2024-01-13 23:53,350.00,13.00,M
MLB,2024-01-14 00:53,360.00,8.00,M
MLB,2024-01-14 01:53,350.00,8.00,M
MLB,2024-01-14 02:53,340.00,6.00,M
MLB,2024-01-14 03:53,310.00,5.00,M
MLB,2024-01-14 04:53,310.00,6.00,M
MLB,2024-01-14 05:53,310.00,6.00,M
MLB,2024-01-14 06:53,320.00,5.00,M
MLB,2024-01-14 07:53,320.00,4.00,M
MLB,2024-01-14 08:53,320.00,8.00,M
MLB,2024-01-14 09:53,330.00,7.00,M
MLB,2024-01-14 10:53,340.00,9.00,M
MLB,2024-01-14 11:53,330.00,9.00,M
MLB,2024-01-14 12:53,320.00,9.00,M
MLB,2024-01-14 13:53,320.00,6.00,M
MLB,2024-01-14 14:53,20.00,3.00,M
MLB,2024-01-14 15:53,310.00,9.00,M
MLB,2024-01-14 16:53,330.00,5.00,M
MLB,2024-01-14 17:53,10.00,7.00,M
MLB,2024-01-14 18:53,0.00,0.00,M
MLB,2024-01-14 19:53,350.00,3.00,M
MLB,2024-01-14 20:53,0.00,0.00,M
MLB,2024-01-14 21:53,0.00,0.00,M
MLB,2024-01-14 22:53,180.00,5.00,M
MLB,2024-01-14 23:53,0.00,0.00,M
MLB,2024-01-15 00:18,0.00,0.00,M
MLB,2024-01-15 00:53,340.00,5.00,M
MLB,2024-01-15 01:06,330.00,4.00,M
MLB,2024-01-15 01:29,320.00,3.00,M
MLB,2024-01-15 01:53,280.00,3.00,M
MLB,2024-01-15 02:26,330.00,5.00,M
MLB,2024-01-15 02:38,0.00,0.00,M
MLB,2024-01-15 02:53,320.00,4.00,M
MLB,2024-01-15 03:53,330.00,5.00,M
MLB,2024-01-15 04:39,360.00,3.00,M
MLB,2024-01-15 04:53,0.00,0.00,M
MLB,2024-01-15 05:53,350.00,4.00,M
MLB,2024-01-15 06:53,350.00,6.00,M
MLB,2024-01-15 07:53,10.00,4.00,M
MLB,2024-01-15 08:53,0.00,0.00,M
MLB,2024-01-15 09:23,0.00,0.00,M
MLB,2024-01-15 09:53,0.00,0.00,M
MLB,2024-01-15 10:10,0.00,0.00,M
MLB,2024-01-15 10:53,80.00,4.00,M
MLB,2024-01-15 11:53,90.00,5.00,M
MLB,2024-01-15 12:53,100.00,4.00,M
MLB,2024-01-15 13:53,120.00,4.00,M
MLB,2024-01-15 14:53,100.00,7.00,M
MLB,2024-01-15 15:53,120.00,7.00,M
MLB,2024-01-15 16:53,120.00,8.00,M
MLB,2024-01-15 17:04,130.00,7.00,M
MLB,2024-01-15 17:13,M,M,M
MLB,2024-01-15 17:33,130.00,5.00,M
MLB,2024-01-15 17:53,120.00,7.00,M
MLB,2024-01-15 18:19,120.00,4.00,M
MLB,2024-01-15 18:48,120.00,5.00,M
MLB,2024-01-15 18:53,140.00,6.00,M
MLB,2024-01-15 18:58,140.00,7.00,M
MLB,2024-01-15 19:00,160.00,8.00,M
MLB,2024-01-15 19:07,160.00,13.00,18.00
MLB,2024-01-15 19:35,350.00,4.00,M
MLB,2024-01-15 19:39,240.00,4.00,M
MLB,2024-01-15 19:46,180.00,3.00,M
MLB,2024-01-15 19:53,150.00,5.00,M
MLB,2024-01-15 20:07,0.00,0.00,M
MLB,2024-01-15 20:33,0.00,0.00,M
MLB,2024-01-15 20:50,290.00,5.00,M
MLB,2024-01-15 20:53,280.00,5.00,M
MLB,2024-01-15 21:08,300.00,9.00,M
MLB,2024-01-15 21:15,290.00,7.00,M
MLB,2024-01-15 21:23,280.00,4.00,M
MLB,2024-01-15 21:53,0.00,0.00,M
MLB,2024-01-15 22:53,0.00,0.00,M
MLB,2024-01-15 23:53,0.00,0.00,M
MLB,2024-01-16 00:06,270.00,5.00,M
MLB,2024-01-16 00:21,180.00,4.00,M
MLB,2024-01-16 00:23,180.00,3.00,M
MLB,2024-01-16 00:32,70.00,3.00,M
MLB,2024-01-16 00:35,120.00,3.00,M
MLB,2024-01-16 00:43,140.00,4.00,M
MLB,2024-01-16 00:53,150.00,4.00,M
MLB,2024-01-16 01:53,0.00,0.00,M
MLB,2024-01-16 02:02,130.00,3.00,M
MLB,2024-01-16 02:12,120.00,4.00,M
MLB,2024-01-16 02:42,280.00,3.00,M
MLB,2024-01-16 02:53,0.00,0.00,M
MLB,2024-01-16 03:39,0.00,0.00,M
MLB,2024-01-16 03:49,110.00,3.00,M
MLB,2024-01-16 03:53,0.00,0.00,M
MLB,2024-01-16 03:56,0.00,0.00,M
MLB,2024-01-16 04:53,150.00,6.00,M
MLB,2024-01-16 05:53,180.00,3.00,M
MLB,2024-01-16 06:32,0.00,0.00,M
MLB,2024-01-16 06:51,0.00,0.00,M
MLB,2024-01-16 06:53,0.00,0.00,M
MLB,2024-01-16 07:08,0.00,0.00,M
MLB,2024-01-16 07:26,170.00,5.00,M
MLB,2024-01-16 07:29,170.00,5.00,M
MLB,2024-01-16 07:53,170.00,4.00,M
MLB,2024-01-16 08:18,200.00,4.00,M
MLB,2024-01-16 08:53,180.00,4.00,M
MLB,2024-01-16 09:01,160.00,3.00,M
MLB,2024-01-16 09:53,170.00,6.00,M
MLB,2024-01-16 10:53,180.00,6.00,M
MLB,2024-01-16 11:48,180.00,7.00,M
MLB,2024-01-16 11:53,190.00,8.00,M
MLB,2024-01-16 12:11,180.00,8.00,M
MLB,2024-01-16 12:53,190.00,8.00,17.00
MLB,2024-01-16 13:53,200.00,12.00,M
MLB,2024-01-16 14:53,190.00,10.00,20.00
MLB,2024-01-16 15:07,190.00,11.00,M
MLB,2024-01-16 15:39,200.00,7.00,17.00
MLB,2024-01-16 15:51,190.00,10.00,M
MLB,2024-01-16 15:53,190.00,9.00,16.00
MLB,2024-01-16 15:56,190.00,8.00,16.00
MLB,2024-01-16 16:17,220.00,8.00,M
MLB,2024-01-16 16:51,220.00,8.00,M
MLB,2024-01-16 16:53,220.00,9.00,M
MLB,2024-01-16 17:13,220.00,12.00,19.00
MLB,2024-01-16 17:20,230.00,17.00,24.00
MLB,2024-01-16 17:36,240.00,13.00,24.00
MLB,2024-01-16 17:53,260.00,17.00,32.00
MLB,2024-01-16 17:59,250.00,17.00,26.00
MLB,2024-01-16 18:06,240.00,12.00,24.00
MLB,2024-01-16 18:53,220.00,13.00,19.00
MLB,2024-01-16 19:53,240.00,12.00,21.00
MLB,2024-01-16 20:41,300.00,11.00,M
MLB,2024-01-16 20:46,260.00,22.00,30.00
MLB,2024-01-16 20:48,250.00,21.00,34.00
MLB,2024-01-16 20:51,260.00,18.00,34.00
MLB,2024-01-16 20:53,240.00,13.00,34.00
MLB,2024-01-16 21:00,220.00,12.00,23.00
MLB,2024-01-16 21:03,220.00,12.00,M
MLB,2024-01-16 21:12,230.00,10.00,M
MLB,2024-01-16 21:38,240.00,12.00,M
MLB,2024-01-16 21:53,240.00,10.00,M
MLB,2024-01-16 22:53,230.00,8.00,M
